att_w_US,const_st,wf_rec,coast_rec,first_st,oper,NEP,rel,met,moral,instr,oper,att_w_US,const_st,wf_rec,coast_rec,first_st,mean_inst,abuse_nep,bal_r_nep,crisis_r_nep,spaceship_nep,bau_nep,comm_rel,wild_rel,iden_rel,kin_rel,health_rel2,other_rel,extract_r_ins,loss_r_ins,clean_inst,decade_r_mor,right_r_mor,kin_met,resp_met,iden_met,other_met,id_num,tech_r,gender,age,edu,income,employ,pol
5,4,3,1,5,1,4.40,3.83,4.25,4.00,3.67,1,5,4,3,1,5,3,5,4,4,4,5,4,3,4,4,4,4,2,4,5,4,4,4,4,4,5,R_3r4vrsx373Jhgkl,3,2,20,4,4,1,3
5,4,3,5,3,2,3.80,2.83,2.50,4.50,4.67,2,5,4,3,5,3,4,3,5,5,3,3,2,2,3,3,3,4,5,4,5,4,5,3,4,1,2,R_3RfTbBauwzdBfV3,2,1,32,7,8,3,1
4,,3,2,4,2,4.40,3.33,3.75,3.50,4.00,2,4,,3,2,4,2.67,5,4,5,4,4,4,3,3,3,3,4,3,5,4,3,4,4,4,3,4,R_3siZnTX4069v11X,4,1,29,6,5,1,1
5,4,3,4,4,2,4.40,4.17,4.50,5.00,4.33,2,5,4,3,4,4,3.67,5,4,4,5,4,4,4,4,4,4,5,4,4,5,5,5,5,4,4,5,R_3sLyrCKhUEA5iPr,3,2,22,6,5,1,2
5,4,3,3,4,2,4.00,4.17,4.50,4.50,4.33,2,5,4,3,3,4,3,4,4,4,4,4,4,4,5,5,3,4,3,5,5,4,5,5,4,4,5,R_3t9tMyEF2YZanwV,2,2,27,3,1,3,1
5,4,3,2,4,1,4.00,4.67,5.00,4.50,3.33,1,5,4,3,2,4,4,5,1,4,5,5,4,5,5,5,4,5,3,2,5,5,4,5,5,5,5,R_3UfFSPCQ8s6ZIMd,1,1,22,4,6,1,3
2,1,2,3,1,1,5.00,5.00,4.50,5.00,4.00,1,2,1,2,3,1,2.67,5,5,5,5,5,5,5,5,5,5,5,3,5,4,5,5,5,5,5,3,R_3UiZ3C6VnxZkuDr,2,1,58,4,4,1,5
4,4,3,2,3,1,3.40,2.50,2.25,3.50,3.33,1,4,4,3,2,3,2.67,4,3,3,4,3,3,2,2,2,2,4,2,4,4,4,3,2,3,1,3,R_3UTnT50f1jWpaF7,3,1,32,7,8,1,5
4,4,3,3,2,2,4.00,3.83,3.00,4.50,3.67,2,4,4,3,3,2,3,5,4,5,2,4,4,4,4,4,3,4,3,4,4,5,4,3,3,2,4,R_3vEn2mZxaExQxCJ,4,1,24,5,4,1,1
5,4,3,3,1,2,4.00,3.80,2.75,4.00,3.67,2,5,4,3,3,1,2.33,4,4,4,4,4,5,2,4,,4,4,1,5,5,4,4,2,3,2,4,R_3vIN0Gt4GOykklL,3,2,27,6,7,5,3
4,4,3,2,3,1,4.20,4.17,4.75,4.50,4.00,1,4,4,3,2,3,3.33,5,4,3,5,4,4,4,5,4,3,5,3,4,5,4,5,5,5,4,5,R_3ViniLdqtYkUM1n,2,2,28,6,2,1,2
4,3,3,3,4,2,4.00,3.67,2.75,4.50,4.00,2,4,3,3,3,4,3.33,4,5,4,3,4,5,4,3,3,3,4,3,4,5,5,4,2,3,2,4,R_3Vjsp8uIcWjkMlL,3,1,23,6,4,1,1
5,4,3,2,4,2,5.00,3.67,3.00,5.00,4.00,2,5,4,3,2,4,2.67,5,5,5,5,5,4,3,2,3,5,5,2,5,5,5,5,2,4,1,5,R_3VLGT3hUBDetMtT,2,2,34,6,2,3,3
5,4,3,5,4,2,3.00,3.50,2.75,4.00,3.00,2,5,4,3,5,4,3.67,5,2,4,2,2,4,4,3,4,2,4,2,2,5,4,4,2,3,2,4,R_3VnUbFlpfJ3Cl5H,1,2,34,6,7,1,3
5,3,3,2,5,1,4.20,4.33,4.00,5.00,3.67,1,5,3,3,2,5,3,5,4,5,2,5,3,4,4,5,5,5,2,4,5,5,5,3,5,3,5,R_3VOIs4RZ8lGlJjL,2,1,23,4,5,5,1
5,4,3,4,4,2,4.40,4.17,4.00,4.50,4.33,2,5,4,3,4,4,3.67,4,5,5,4,4,4,4,5,4,4,4,4,4,5,4,5,4,4,4,4,R_3W76O9yPDdwJxDD,2,1,25,7,4,1,3
5,4,3,4,4,2,2.80,4.83,4.00,4.50,3.67,2,5,4,3,4,4,2.33,4,2,3,2,3,5,5,5,5,4,5,1,5,5,4,5,4,5,3,4,R_40XchjhEy0nAmxL,1,1,29,4,5,1,3
5,4,2,1,4,2,4.40,3.83,2.75,5.00,4.67,2,5,4,2,1,4,4,5,4,5,4,4,2,5,4,3,4,5,5,4,5,5,5,1,4,1,5,R_41tJIld8tHgYVH7,3,1,32,7,5,5,3
5,4,3,3,4,2,4.80,5.00,4.25,4.50,3.67,2,5,4,3,3,4,3.67,5,4,5,5,5,5,5,5,5,5,5,3,3,5,4,5,4,5,3,5,R_42AOFcD8mMn1sNv,3,1,20,4,8,5,1
5,4,1,4,1,1,3.00,3.67,5.00,2.50,3.00,1,5,4,1,4,1,3,4,2,2,4,3,4,4,4,3,3,4,2,3,4,2,3,5,5,5,5,R_4GzUjLh3S2c0q1L,4,1,29,4,4,1,1
4,3,3,3,3,2,3.00,3.67,3.50,2.00,2.67,2,4,3,3,3,3,3.33,4,2,3,2,4,4,4,4,4,2,4,2,2,4,2,2,5,3,3,3,R_4IthKmgHNSfijaZ,2,1,20,4,5,3,3
4,4,3,2,4,2,3.20,3.50,3.50,4.00,3.00,2,4,4,3,2,4,3,4,4,3,2,3,4,3,3,4,3,4,2,3,4,4,4,4,4,3,3,R_4JwwBo0IGilUEkd,3,2,33,6,5,2,3
3,,2,5,3,2,3.80,3.67,2.75,3.50,3.67,2,3,,2,5,3,3,4,4,3,4,4,4,4,2,4,4,4,3,4,4,3,4,3,3,2,3,R_4ME0EXGMx0uGEZv,3,1,23,6,2,1,3
3,,2,2,4,1,3.60,4.33,4.00,4.00,3.33,1,3,,2,2,4,2.67,4,4,3,4,3,4,4,3,5,5,5,2,4,4,5,3,3,4,4,5,R_4My9hc6sFmvKdBH,1,1,22,6,4,1,1
5,4,3,3,3,2,4.00,4.33,3.75,4.50,3.67,2,5,4,3,3,3,3,5,4,5,2,4,4,4,4,4,5,5,2,4,5,4,5,4,4,2,5,R_4Obwgz5yXr8Q3RP,1,1,28,7,6,1,3
5,4,3,3,5,2,4.40,4.50,3.25,3.00,4.00,2,5,4,3,3,5,2.67,5,4,5,4,4,4,4,5,4,5,5,2,5,5,1,5,3,2,3,5,R_4T2ELhai4gkcMId,1,2,27,3,2,1,3
4,4,3,4,4,2,4.20,3.33,3.50,3.50,4.00,2,4,4,3,4,4,3.33,4,4,4,4,5,4,3,3,4,2,4,3,4,5,3,4,3,4,3,4,R_4UszAknxHX1fcMd,4,1,22,6,8,5,3
4,3,3,2,2,2,4.40,4.17,4.00,4.00,3.00,2,4,3,3,2,2,3.67,5,4,4,5,4,4,2,4,5,5,5,2,2,5,4,4,2,5,4,5,R_4Vhw34Ky39LASoZ,2,1,35,7,6,3,2
5,4,4,4,5,2,5.00,4.50,5.00,4.50,4.00,2,5,4,4,4,5,2.67,5,5,5,5,5,5,5,5,4,3,5,2,5,5,4,5,5,5,5,5,R_4VN278d6PHU55eB,1,2,20,6,3,5,1
5,4,3,3,3,2,3.80,3.67,4.25,3.00,3.33,2,5,4,3,3,3,4,4,3,4,4,4,4,4,4,4,2,4,3,2,5,2,4,4,5,4,4,R_4YM3Z11a6BePDaB,2,2,32,3,6,1,2
4,3,3,3,4,2,4.20,4.00,3.50,3.50,3.67,2,4,3,3,3,4,3.67,5,4,4,4,4,4,4,4,4,4,4,3,3,5,3,4,3,4,3,4,R_4Z0Y1kYXgWdDSf3,3,1,30,7,4,2,3
5,4,3,3,4,2,4.00,3.50,3.00,3.00,3.67,2,5,4,3,3,4,3,4,4,5,3,4,4,2,3,3,4,5,2,4,5,4,2,2,4,1,5,R_4Z7dgqxQPC6fnBr,2,1,33,7,7,1,1
4,,3,2,3,2,3.60,4.67,3.75,4.00,4.33,2,4,,3,2,3,3,4,4,3,4,3,4,4,5,5,5,5,3,5,5,4,4,4,4,2,5,R_4ZLFXfUxyZAqyFf,2,1,51,4,2,2,3
5,4,2,2,2,2,4.20,4.33,5.00,3.00,3.67,2,5,4,2,2,2,3,5,4,4,4,4,5,5,5,5,1,5,2,4,5,2,4,5,5,5,5,R_4ZmRsf3Jg7xcJdH,2,2,30,3,2,1,5
3,3,3,4,3,2,3.60,3.50,3.00,3.00,3.33,2,3,3,3,4,3,3.33,4,3,3,4,4,4,3,3,4,3,4,3,3,4,3,3,3,3,3,3,R_50bTj8paHBwSlHD,4,2,57,4,5,6,1
5,4,3,3,4,1,4.20,4.33,3.25,5.00,4.00,1,5,4,3,3,4,2.67,5,5,5,2,4,4,4,4,5,4,5,2,5,5,5,5,4,5,2,2,R_54GKsJiZ7KDpbcp,2,1,63,7,6,1,1
4,4,3,3,4,2,4.80,5.00,4.75,5.00,4.00,2,4,4,3,3,4,2.67,5,5,5,4,5,5,5,5,5,5,5,2,5,5,5,5,4,5,5,5,R_54lJ0DwiDgQkmzz,2,1,23,7,1,5,1
5,4,3,4,3,2,4.40,4.33,4.50,4.50,4.00,2,5,4,3,4,3,2.67,5,4,5,3,5,4,4,5,4,4,5,2,5,5,5,4,4,5,5,4,R_54pfYynpEFAvPwx,1,1,26,6,5,1,1
4,4,2,2,4,2,4.80,5.00,4.75,5.00,4.67,2,4,4,2,2,4,3.33,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,R_55qQpaisGvSjSS1,3,1,39,7,7,1,3
4,3,2,3,3,2,2.60,3.83,2.50,3.00,3.33,2,4,3,2,3,3,2.67,3,3,2,4,1,4,3,4,4,4,4,2,4,4,3,3,3,3,1,3,R_56JZsLk5so0ia0Z,2,2,23,6,5,2,1
4,4,3,2,5,1,4.00,4.00,4.00,4.00,3.67,1,4,4,3,2,5,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,5,R_5ALEck3XOWIRRf7,3,1,54,3,6,1,3
5,4,3,5,4,2,4.60,4.00,4.67,4.50,3.67,2,5,4,3,5,4,3,4,4,5,5,5,4,4,4,4,4,4,2,4,5,4,5,,5,4,5,R_5Ao3wv4u5dMDnvf,3,2,67,7,6,6,1
5,4,3,2,5,2,3.40,3.50,3.75,3.50,3.67,2,5,4,3,2,5,3,3,4,3,4,3,3,3,4,4,3,4,2,4,5,3,4,3,4,4,4,R_5bBg3UlRcT9zQXz,3,2,31,7,6,1,5
4,3,3,5,3,2,2.40,3.17,1.75,2.50,3.67,2,4,3,3,5,3,3,3,2,3,2,2,4,2,2,4,3,4,3,4,4,3,2,2,1,1,3,R_5BGLiu7ObeccajP,2,1,25,4,2,3,3
4,1,1,5,3,2,3.80,3.50,4.50,4.00,4.33,2,4,1,1,5,3,3.67,3,4,4,4,4,4,3,4,4,2,4,4,4,5,4,4,5,4,4,5,R_5Bzvn7OZ1Ql7D1z,3,2,28,4,3,5,3
5,4,3,2,3,2,5.00,4.67,3.25,5.00,4.67,2,5,4,3,2,3,3.33,5,5,5,5,5,4,5,5,4,5,5,4,5,5,5,5,3,4,2,4,R_5cGeZbsxb2e2HEF,3,1,30,6,1,2,3
4,4,3,4,4,2,3.20,4.67,4.25,4.00,3.67,2,4,4,3,4,4,3,4,2,4,2,4,5,4,5,5,5,4,2,4,5,4,4,4,3,5,5,R_5cKUhdhMsebiGlT,1,1,27,3,4,1,3
4,4,5,2,5,2,4.40,3.83,3.50,4.00,3.67,2,4,4,5,2,5,3,4,4,4,5,5,4,4,4,3,4,4,2,4,5,4,4,3,4,2,5,R_5dvDU4xC3PMBpUF,2,2,29,4,3,1,2
4,,3,2,4,2,2.20,2.33,2.00,4.00,2.67,2,4,,3,2,4,3.33,2,2,2,3,2,2,2,4,2,2,2,2,2,4,4,4,1,3,1,3,R_5i0au36wPN2VtJ3,2,1,44,3,1,5,3
5,4,3,5,4,2,4.40,4.83,3.50,5.00,4.67,2,5,4,3,5,4,3.33,5,5,5,2,5,5,5,5,4,5,5,4,5,5,5,5,3,5,2,4,R_5jdQhnCqlYQYnZj,3,1,57,6,10,4,1
5,4,3,3,5,2,5.00,5.00,5.00,5.00,4.33,2,5,4,3,3,5,3,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,R_5mMMkal0oe6JG1T,2,2,29,5,4,1,3
4,3,2,3,4,1,4.40,3.17,2.75,4.50,2.33,1,4,3,2,3,4,3.67,5,4,4,5,4,4,2,2,4,2,5,2,1,4,4,5,3,3,1,4,R_5nbEs2ZclGiccqp,3,1,23,6,3,1,2
5,4,3,2,3,2,2.60,4.33,4.75,2.00,4.00,2,5,4,3,2,3,3.33,3,2,2,3,3,5,4,4,5,3,5,3,4,5,2,2,5,5,5,4,R_5ndSEURIN8H1bSJ,2,2,25,3,1,3,1
5,4,3,2,3,2,4.60,4.17,4.00,5.00,4.33,2,5,4,3,2,3,3,5,4,5,4,5,3,5,4,5,3,5,3,5,5,5,5,3,5,3,5,R_5nDu09Ohy36sjVr,3,1,28,6,5,2,3
5,4,3,3,4,1,2.80,2.00,1.50,2.00,2.67,1,5,4,3,3,4,3.33,4,4,2,2,2,2,2,1,1,2,4,2,2,4,2,2,1,1,1,3,R_5nkEqpFxUMekQIt,1,2,18,4,9,5,2
5,4,3,4,5,2,4.60,4.67,4.00,4.00,3.67,2,5,4,3,4,5,3,4,5,5,4,5,5,5,4,4,5,5,2,4,5,4,4,4,4,3,5,R_5u22Vyg67iBFZVb,1,2,18,3,5,5,3
5,4,3,2,4,2,5.00,4.67,4.25,4.50,2.67,2,5,4,3,2,4,4,5,5,5,5,5,4,4,5,5,5,5,2,1,5,4,5,5,5,5,2,R_5ut2tqTHns5SeQB,3,2,30,6,5,1,1
5,4,3,4,3,2,4.40,4.00,4.00,4.50,4.67,2,5,4,3,4,3,3.33,5,4,4,5,4,4,4,4,4,4,4,4,5,5,4,5,4,5,3,4,R_5vFl5h1swraARmd,3,1,25,6,7,1,1
4,3,3,2,4,1,3.80,3.17,2.50,3.00,4.00,1,4,3,3,2,4,3.33,4,4,3,4,4,3,2,3,4,3,4,3,4,5,3,3,2,3,2,3,R_5vwhuShCk2H3fw1,3,2,31,6,4,1,3
5,4,3,2,4,2,4.80,4.17,4.50,4.50,3.33,2,5,4,3,2,4,4,5,5,5,4,5,4,3,5,4,5,4,3,2,5,4,5,4,5,5,4,R_5w439KNNQxKMf9H,4,2,30,6,5,1,1
4,4,3,1,3,1,3.60,2.50,1.00,3.00,3.00,1,4,4,3,1,3,3,4,3,4,4,3,3,1,1,2,4,4,2,3,4,3,3,1,1,1,1,R_5yVMo4tqkV1of3L,2,2,40,4,5,1,3
5,4,5,3,5,1,4.40,4.33,3.75,4.00,3.67,1,5,4,5,3,5,3,5,4,5,4,4,5,5,4,3,5,4,2,4,5,4,4,3,4,3,5,R_5zEwqQU3Nx8NxtP,2,1,25,6,5,4,1
4,3,3,2,4,2,4.80,4.50,5.00,5.00,4.00,2,4,3,3,2,4,2.67,4,5,5,5,5,4,4,5,5,4,5,2,5,5,5,5,5,5,5,5,R_6DalweIymPAufM9,4,2,35,6,6,1,3
4,4,3,3,3,2,2.40,3.33,3.50,2.50,3.00,2,4,4,3,3,3,3,3,2,2,3,2,4,4,3,3,3,3,2,3,4,2,3,4,4,3,3,R_6DuQ2ejBJhSrXy5,2,2,29,6,7,1,3
5,4,5,3,5,2,1.80,4.00,3.25,2.00,2.33,2,5,4,5,3,5,3,2,2,2,1,2,4,2,5,5,4,4,1,2,4,2,2,3,3,3,4,R_6eWLlRj99hivOEl,2,2,40,5,4,2,3
5,4,3,2,4,2,4.60,4.50,4.00,4.00,4.33,2,5,4,3,2,4,3.67,5,4,4,5,5,5,4,4,5,4,5,4,4,5,4,4,4,4,3,5,R_6fHtAi514WJaiGx,3,1,22,2,6,2,5
5,4,3,2,4,2,4.40,3.83,4.25,4.00,4.33,2,5,4,3,2,4,3,4,4,5,4,5,5,3,4,3,3,5,3,5,5,4,4,4,5,3,5,R_6fiXZOdlZ67ceNL,2,1,43,5,2,2,1
5,4,3,3,3,2,5.00,4.33,3.75,4.50,4.00,2,5,4,3,3,3,2.67,5,5,5,5,5,5,3,4,5,5,4,2,5,5,4,5,3,4,4,4,R_6Gd3llQdQpVornD,3,1,36,7,7,1,1
5,4,3,3,4,1,3.40,3.00,2.25,2.50,3.33,1,5,4,3,3,4,2.67,4,3,3,4,3,4,3,2,3,2,4,2,4,4,3,2,2,3,1,3,R_6JRf3ZMco16QsSN,2,2,25,4,4,1,2
4,4,3,2,3,2,2.80,3.83,2.75,4.50,3.33,2,4,4,3,2,3,2.67,4,2,2,4,2,4,4,4,4,3,4,2,4,4,5,4,2,3,3,3,R_6kUNkAbZYipCJJr,3,2,29,6,5,1,4
4,4,3,2,3,2,3.20,3.50,2.25,2.50,3.00,2,4,4,3,2,3,3.67,3,3,3,4,3,4,4,2,3,4,4,2,2,5,2,3,1,3,1,4,R_6KzcPDlHa16dpxr,1,1,37,7,6,1,1
5,4,5,2,4,2,4.20,3.50,3.50,2.50,4.33,2,5,4,5,2,4,3,5,4,5,3,4,3,3,5,4,3,3,3,5,5,2,3,4,4,3,3,R_6L1FceTSxoVJpmR,2,2,30,6,10,1,3
5,4,3,5,5,2,5.00,4.83,4.75,4.50,3.67,2,5,4,3,5,5,3,5,5,5,5,5,4,5,5,5,5,5,2,4,5,5,4,5,5,4,5,R_6loeHiF2QwQm0QJ,3,2,50,4,5,1,3
4,3,3,2,4,1,4.80,4.33,3.50,4.50,4.00,1,4,3,3,2,4,3.33,5,4,5,5,5,4,4,4,4,5,5,3,4,5,4,5,3,3,3,5,R_6mbcyrj4wmFuEV7,2,1,21,6,6,5,3
5,4,3,5,4,2,4.00,4.00,4.75,4.50,3.33,2,5,4,3,5,4,2.67,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,5,5,4,5,5,R_6mVB9yxTAbOOii1,2,2,43,4,4,6,1
5,4,3,2,5,2,4.60,5.00,4.50,5.00,4.33,2,5,4,3,2,5,3,5,4,5,4,5,5,5,5,5,5,5,3,5,5,5,5,4,5,4,5,R_6nfI0zvXDXzSLhr,5,1,31,7,8,1,1
4,3,3,3,4,2,4.00,4.00,3.50,4.00,4.00,2,4,3,3,3,4,3.33,4,3,4,4,5,4,4,4,4,4,4,3,4,5,4,4,3,4,3,4,R_6P5qGwDAlA0tRM9,3,1,33,7,6,1,3
5,4,3,4,3,2,4.00,4.00,3.75,2.50,3.00,2,5,4,3,4,3,3,5,4,3,4,4,4,4,3,4,4,5,2,3,4,2,3,3,4,3,5,R_6PxAP7IAnkSd1tj,3,2,22,6,7,1,1
5,4,3,4,3,2,2.00,3.00,2.50,3.50,3.67,2,5,4,3,4,3,3,2,2,2,2,2,5,2,1,4,2,4,3,4,4,3,4,2,3,1,4,R_6PxHJBxOhJQc4It,3,1,19,4,11,5,2
5,4,3,5,3,2,3.20,3.83,3.25,3.00,3.67,2,5,4,3,5,3,3,4,2,4,2,4,5,4,4,4,2,4,2,4,5,4,2,2,4,3,4,R_6PXRlYCPNLWkyEZ,3,2,20,4,6,1,3
4,3,3,2,4,2,5.00,4.33,4.25,5.00,5.00,2,4,3,3,2,4,3.67,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,4,5,3,5,R_6Q2bKss6ad5PRAN,3,1,35,4,3,1,3
3,4,1,3,1,2,3.40,3.83,3.75,5.00,3.67,2,3,4,1,3,1,3,5,3,2,4,3,4,4,5,4,3,3,3,4,4,5,5,3,5,4,3,R_6QIHyPaXoQzNeqF,2,1,35,6,5,2,2
5,4,3,3,4,1,3.80,4.17,4.75,4.00,4.33,1,5,4,3,3,4,3.67,4,4,3,4,4,4,4,4,5,4,4,4,4,5,4,4,5,5,4,5,R_6QknmxyHTy4LkpL,2,1,36,6,6,1,1
5,4,3,2,5,2,4.40,4.67,4.00,4.00,4.00,2,5,4,3,2,5,2.67,5,3,5,4,5,5,5,5,5,3,5,2,5,5,4,4,3,5,3,5,R_6rEMPZ6jxEWzWpn,1,1,21,4,1,5,3
5,3,3,5,4,1,2.80,4.17,3.75,3.50,4.33,1,5,3,3,5,4,3,4,2,1,4,3,5,4,3,5,3,5,3,5,5,3,4,4,4,3,4,R_6rJc8bEtejdvTJr,3,1,26,6,6,3,3
4,4,4,3,3,2,4.40,3.50,3.75,4.00,3.00,2,4,4,4,3,3,3,5,4,5,4,4,4,5,2,3,3,4,2,3,4,4,4,3,5,2,5,R_6RLjg7evicLqQER,2,2,29,7,7,1,1
4,4,1,3,3,2,3.80,4.50,4.25,4.00,4.67,2,4,4,1,3,3,3.33,4,4,4,2,5,5,4,5,5,3,5,4,5,5,4,4,4,5,3,5,R_6rN52dcPT1pH0wZ,3,1,23,5,5,4,3
5,4,4,3,5,2,3.80,3.67,4.25,4.00,4.00,2,5,4,4,3,5,3.33,4,3,4,4,4,4,4,4,4,2,4,3,4,5,4,4,4,4,4,5,R_6rQf5tvvvW00JQ9,2,2,20,4,7,5,3
5,4,3,4,3,2,4.00,3.50,4.75,4.00,4.00,2,5,4,3,4,3,3.33,4,4,4,4,4,4,3,4,4,2,4,3,4,5,4,4,5,5,4,5,R_6S9623OwcAKEcFn,3,1,28,6,5,2,3
4,4,3,2,3,2,4.60,3.83,2.75,4.50,4.00,2,4,4,3,2,3,2.67,5,5,5,4,4,4,2,3,4,5,5,2,5,5,4,5,2,5,1,3,R_6sVd1MweY9SicqF,2,1,26,6,8,1,1
5,4,3,5,3,2,3.40,3.67,2.75,4.00,3.33,2,5,4,3,5,3,2.67,4,4,4,2,3,4,3,3,4,4,4,2,4,4,4,4,2,4,1,4,R_6teJEBpxwITFEeF,1,2,44,7,8,1,1
5,4,3,4,4,2,4.40,4.33,3.75,3.50,2.67,2,5,4,3,4,4,4,4,4,4,5,5,5,5,3,4,4,5,2,1,5,4,3,4,4,3,4,R_6tKvYgpRwpGKYIJ,3,1,19,4,11,5,3
5,4,4,4,4,2,3.40,4.50,5.00,4.00,3.67,2,5,4,4,4,4,3,5,2,3,4,3,5,4,5,5,3,5,2,4,5,4,4,5,5,5,5,R_6uvGyYGLHUGAAJv,1,2,24,3,4,1,1
5,4,3,4,3,2,5.00,4.83,4.00,5.00,4.00,2,5,4,3,4,3,2.67,5,5,5,5,5,5,5,5,5,4,5,2,5,5,5,5,4,4,4,4,R_6VuQlrLPWH4RnMx,4,1,22,6,7,1,3
5,4,5,4,5,2,4.20,4.67,3.75,3.00,4.00,2,5,4,5,4,5,2.67,4,5,4,4,4,4,5,5,5,4,5,2,5,5,3,3,3,4,3,5,R_6XaRkSzHHtkdA9v,4,1,34,6,1,5,3
4,4,3,3,3,2,4.20,4.83,3.25,5.00,4.00,2,4,4,3,3,3,4,5,4,5,4,3,5,4,5,5,5,5,4,3,5,5,5,2,4,2,5,R_6zFMEXiuo6JhBxX,2,2,22,6,5,1,5
5,4,3,1,3,1,4.60,4.00,3.75,5.00,5.00,1,5,4,3,1,3,3.67,5,5,4,5,4,3,3,5,5,3,5,5,5,5,5,5,4,3,3,5,R_71iNBFYHgguGso5,4,2,34,3,2,3,3
5,4,3,5,3,2,5.00,5.00,5.00,5.00,4.00,2,5,4,3,5,3,2.67,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,R_7364pEfSwZbety5,2,2,29,7,7,2,1
4,4,3,3,4,2,3.00,4.17,3.75,2.00,3.33,2,4,4,3,3,4,2.67,4,3,4,2,2,5,5,3,3,4,5,1,4,5,1,3,3,4,3,5,R_74gDGFzRbg17jAV,3,2,24,6,1,5,1
5,4,3,2,4,1,4.20,4.50,3.75,5.00,4.00,1,5,4,3,2,4,3.33,4,4,5,4,4,4,4,5,5,4,5,3,4,5,5,5,3,5,3,4,R_74jwdrwcyshimix,3,2,19,4,7,5,1
4,4,2,4,3,2,3.40,4.00,4.00,4.00,3.33,2,4,4,2,4,3,3.33,4,4,2,3,4,4,4,4,4,4,4,2,3,5,4,4,4,4,4,4,R_74LJ8nixoVPRv81,3,2,41,3,6,1,2
5,4,4,5,4,2,3.00,3.33,3.75,3.00,3.67,2,5,4,4,5,4,3,3,3,3,3,3,4,4,4,3,2,3,3,4,4,3,3,4,4,3,4,R_74mK9ZOkbE0WEnP,5,2,20,6,6,1,3
5,4,3,4,4,2,5.00,4.33,4.00,5.00,5.00,2,5,4,3,4,4,3.67,5,5,5,5,5,4,4,5,4,5,4,5,5,5,5,5,4,4,5,3,R_74n6blPytasQNPn,4,1,32,5,7,1,1
5,4,3,4,3,2,4.40,4.50,3.50,4.50,4.33,2,5,4,3,4,3,3,4,5,5,4,4,5,4,5,5,4,4,3,5,5,5,4,3,4,3,4,R_77BfnjlVOWOW1y5,3,2,39,6,8,1,3
5,3,3,3,3,2,3.80,4.00,2.75,5.00,3.33,2,5,3,3,3,3,3.33,4,4,3,4,4,5,4,4,5,2,4,2,3,5,5,5,2,4,1,4,R_77ekb9Cqx0dSACN,3,1,34,4,4,1,2
5,4,3,5,4,2,3.80,3.50,3.00,4.00,3.00,2,5,4,3,5,4,3.67,4,3,4,4,4,4,4,3,3,3,4,3,2,4,4,4,3,3,3,3,R_78HXVWjXQKQgbrv,4,2,26,4,4,1,5
5,4,3,4,5,1,4.60,5.00,5.00,5.00,3.67,1,5,4,3,4,5,2.33,5,5,4,5,4,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,R_78tNW32zHdAnvI9,5,1,32,6,7,1,3
5,4,2,5,4,2,3.80,3.83,4.00,4.00,3.67,2,5,4,2,5,4,3,4,4,3,4,4,3,4,4,4,4,4,2,4,5,4,4,4,4,4,4,R_79BO6LOktjfGe2x,1,2,41,3,6,1,2
5,4,2,5,3,2,5.00,4.83,4.50,5.00,5.00,2,5,4,2,5,3,3.67,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,4,5,R_7NwFnzITm6AMlcp,2,1,32,6,9,2,1
5,4,2,5,3,2,4.20,3.83,4.00,5.00,3.67,2,5,4,2,5,3,3,4,4,5,4,4,3,2,5,3,5,5,2,4,5,5,5,3,4,5,4,R_7Og2Hxys5yl6m7H,2,1,31,6,8,3,1
5,4,2,2,1,2,2.80,4.00,4.50,2.00,2.67,2,5,4,2,2,1,3.33,4,2,2,4,2,4,4,4,4,4,4,2,2,4,2,2,5,5,4,4,R_7OI0txvPG1Ndt1r,3,2,27,6,5,1,1
4,3,3,2,3,2,3.00,3.33,3.25,3.00,3.00,2,4,3,3,2,3,3.67,3,3,2,4,3,4,2,3,4,3,4,2,2,5,2,4,3,4,3,3,R_7OoNH8Qb3uBnaW9,3,2,25,6,7,1,3
5,4,3,4,5,2,4.00,4.67,3.50,3.50,3.33,2,5,4,3,4,5,4,4,4,4,3,5,5,5,5,4,4,5,3,2,5,4,3,3,4,3,4,R_7R3j2aVNBbOKO21,2,1,21,4,8,5,3
5,4,3,2,5,1,3.80,3.67,3.75,3.00,3.33,1,5,4,3,2,5,2.67,4,4,4,4,3,4,4,4,4,2,4,2,4,4,3,3,4,4,4,3,R_7TFdGWuq4yWiVvv,4,2,36,2,3,2,4
5,4,3,4,4,2,4.40,4.33,3.75,5.00,4.33,2,5,4,3,4,4,3,4,4,5,4,5,3,4,5,4,5,5,3,5,5,5,5,4,4,4,3,R_7Vhp1Tuopm40rFX,3,1,45,6,5,1,3
4,4,4,1,4,2,2.60,3.83,3.50,3.00,3.33,2,4,4,4,1,4,3.33,3,3,4,1,2,5,3,4,5,3,3,2,3,5,2,4,4,4,3,3,R_7VtR7o43v3unfBr,2,1,24,4,4,3,1
